CID,SMILES,sd_label,sd_value
534563,O=C1c2sc3nc4n(c(=O)c3c2CCC1Br)CCCCC4,1,232.287
1909603,CN1C(=O)NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)C1=O,1,217.931
2133777,O=S(=O)(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1ccccc1,1,209.624
6387158,O=C(O)C(Cc1ccccc1)N1C(=O)C(=CC=Cc2ccco2)SC1=S,1,203.308
16330874,NS(=O)(=O)c1cc(C(=O)NC2CCSc3ccccc32)ccc1Cl,1,180.423
1589731,COc1ccc(S(=O)(=O)Nc2cc(Sc3ncn[nH]3)c(O)c3ccccc23)cc1,1,165.131
778345,S=C(Nc1ccc2nsnc2c1)N1CCCCCC1,1,152.966
135497971,Oc1ccc(C=NNc2cc(N3CCOCC3)nc(N3CCOCC3)n2)c(O)c1,1,152.898
135543835,Cc1ccc(C)n1N=C1NC(=O)CS1,1,143.879
2227372,Cc1cc(NC(=O)CSCc2ccc([N+](=O)[O-])cc2)no1,1,142.701
24818067,Nc1c(C=C2C=CC(=O)C(O)=C2)c(=O)nc2sc(CC(=O)N3CCCCC3)nn12,1,142.107
1935947,O=S(=O)(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1C1CCCCC1)c1ccccc1,1,140.546
324518,COc1cc2c(cc1OC)C(=O)C(Br)CC2,1,139.819
264630,Cc1cc(=O)c2c(o1)C(=O)c1occc1C2=O,1,138.597
16018742,Cc1c(C(=O)N2CCCC2)oc2c1-c1nn(CC(=O)NCCCOC(C)C)cc1CC2,1,138.385
381594,O=C1C=C(NCCc2cc(Br)c(O)c(Br)c2)C(=O)c2ncccc21,1,137.144
1309516,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O,1,136.915
6237926,O=C(CN1C(=O)C(=Cc2ccco2)SC1=S)Nc1ccc(C(=O)O)c(O)c1,1,135.003
2163124,O=C(O)c1ccc(-c2ccc(C=C3NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl,1,128.909
8408,Nc1cccc2cc(S(=O)(=O)O)ccc12,1,128.742
3728472,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3[N+](=O)[O-])c-2cc1O,1,128.035
7472344,CC(C)(C)C(=O)C1C2C(=O)N(C3CCCCC3)C(=O)C2C2c3ccccc3C=CN12,1,124.832
25163656,CCN(C(=O)COC(=O)CNC(=O)c1ccc(C)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,1,122.253
2766445,Fc1ccc(N2CCN(c3ccc4c(C(F)(F)F)cc(C(F)(F)F)nc4n3)CC2)cc1,1,121.011
6023694,O=C(O)c1ccc(S(=O)(=O)N=C2C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,1,119.819
1550242,CC1=NC(=Cc2ccco2)C(=O)O1,1,118.989
6393804,O=C1C(=CC=Cc2ccco2)SC(=S)N1NS(=O)(=O)c1ccccc1,1,118.866
80771,O=C1Nc2c(Cl)cc(Cl)cc2C1=O,1,118.0
1405137,O=C1C(N2CCOCC2)=C(n2nnc3ccccc32)C(=O)c2ccccc21,1,117.442
17749659,COc1ccc(S(=O)(=O)N=C2C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,1,116.224
5724466,CC(=O)C=C1SC(CC(=O)O)C(=O)N1c1ccccc1,1,114.579
664033,CC1(C)CCCN(C(=O)c2coc(=O)c(Br)c2)C1,1,114.0
657484,Oc1ccc2ccccc2c1C=NC12CN3CCN(CN(C3)C1)C2,1,113.088
16195408,O=C(O)c1cccc(N2C(=O)C(=Cc3ccc(SCc4ccc(Cl)cc4)o3)SC2=S)c1,1,112.062
3252409,CN(c1ncc(C(F)(F)F)cc1Cl)n1cc(C(N)=O)c2ccccc2c1=O,1,110.057
235598,COc1ccccc1Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1,109.946
135466643,Oc1ccc(C=NNc2cc(N3CCCC3)nc(N3CCCC3)n2)cc1O,1,109.885
4836362,O=C(O)c1ccccc1NS(=O)(=O)c1ccc(NNC(=S)Nc2ccc(OC(F)F)cc2)c([N+](=O)[O-])c1,1,109.548
794011,Oc1c(C=Nc2cccc3nsnc23)ccc2ccccc12,1,108.664
