CID,SMILES,sd_label,sd_value
6886751,CCOc1ccccc1C=NNC(=O)c1nnn(-c2nonc2N)c1CN1CCCC1,1,109.148
6151638,Nc1nonc1-n1nnc(C(=O)NN=Cc2ccncc2)c1CN1CCCCC1,1,106.844
878806,N#Cc1c2n(c3c(=S)nc[nH]c13)CCCCC2,1,102.11
6877491,CCN(CC)Cc1c(C(=O)NN=Cc2ccncc2)nnn1-c1nonc1N,1,100.771
3735056,Cc1[nH]nc2c1C(c1cccs1)C1=C(CC(C)(C)CC1=O)N2,1,99.3179
665344,COc1ccc2nc3c(cc2c1)c(NC(=O)C1CCCO1)nn3CC(C)C,1,98.7771
3582387,CN(C)CCCNc1nc(N)c([N+](=O)[O-])c(NC2CCCCC2)n1,1,98.4339
661958,CCNc1nc(N)c(C(=O)c2ccc(Cl)s2)s1,1,97.912
4432160,O=C(CN1C(=O)CCC1=O)Nc1cccc2c1C(=O)NC2=O,1,97.7044
2998075,Cc1[nH]nc2c1C(c1cccc(O)c1)C1=C(CC(C)(C)CC1=O)N2,1,96.5349
1409797,COc1ccc2nc3c(cc2c1)c(NC(=O)C(C)(C)C)nn3CC(C)C,1,95.1611
4396771,COc1ccccc1Nc1nc(NCCCN(C)C)nc(N)c1[N+](=O)[O-],1,94.631
755673,O=C1NCCCc2c1oc1ccc(O)cc21,1,94.6199
3809723,CCOc1cc(C2C3=C(CC(C)(C)CC3=O)Nc3n[nH]c(C)c32)ccc1O,1,93.78090000000002
660516,COc1cccc(C(=O)c2sc(NC(C)C)nc2N)c1,1,93.6915
3443705,CC1=C(C(=O)OC(C)C)C(c2c[nH]c3ccccc23)n2ncnc2N1,1,93.4579
3785358,Nc1nc(NCCc2ccccc2)nc(NCCO)c1[N+](=O)[O-],1,93.2963
3635174,CC(=O)N1CCc2c(sc(NC(=O)CN3C(=O)CCC3=O)c2C(N)=O)C1,1,92.7479
936046,Nc1nc(Nc2ccccc2)sc1C(=O)c1ccccc1,1,91.5654
16129778,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1,91.2355
3811128,Nc1nc(NCCCN2CCOCC2)nc(Nc2ccccc2)c1[N+](=O)[O-],1,90.8961
667173,COc1ccc(N2CSC3=C(C#N)C(c4cccs4)CC(=O)N3C2)cc1,1,90.5922
664994,CSc1nc(SCC(N)=O)c2c3c(sc2n1)CN(C)CC3,1,90.4994
1512279,COc1ccc(C(=O)c2sc(Nc3ccccc3)nc2N)cc1OC,1,90.4248
2810913,O=c1[nH]nc(SCCS(=O)(=O)c2ccc(F)cc2)n1-c1ccc2c(c1)OCCO2,1,89.5379
16746083,OCCCNc1nccc(-c2cc(Nc3cccc(Cl)c3)ncn2)n1,1,89.2848
755497,Cc1ccc(C(=O)c2coc3ccc(OCC(=O)O)cc23)cc1,1,88.8322
3642542,COc1ccc(OC)c(Nc2nc(NCCCN(C)C)nc(N)c2[N+](=O)[O-])c1,1,88.1246
663795,CCC(O)CNc1nc(SC)nc2sc3c(c12)CCN(C)C3,1,87.81829999999998
