CID,SMILES,sd_label,sd_value
987585,N#Cc1c(NC(=O)c2ccccc2Cl)n(Cc2ccccc2)c2nc3ccccc3nc12,1,100.0
240739,NC1=C(Cl)C(=O)c2ccc(S(N)(=O)=O)cc2C1=O,1,99.788
3711067,COC1=CC(=O)c2c(ccc3ncnc(N)c23)C1=O,1,99.762
272529,O=C1C=C(N2CCOCC2)c2ccccc2C1=O,1,99.737
341543,COC1=CC(=O)c2nc(Cl)ccc2C1=O,1,99.735
386231,CC(NC1=CC(=O)c2cccnc2C1=O)C(O)c1ccccc1,1,99.716
3393623,O=C1C=C(N2CCCCC2)c2ccccc2C1=O,1,99.642
5894846,O=C(O)c1ccc(NC2=CC(=NS(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,1,99.641
5824726,Cc1ccc(S(=O)(=O)N=C2C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)c(C)c1,1,99.62
266923,NC1=C(Br)C(=O)c2ncccc2C1=O,1,99.587
5824727,CCc1ccc(S(=O)(=O)N=C2C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)cc1,1,99.511
5824722,Cc1ccc(S(=O)(=O)N=C2C=C(Nc3cccc(C(=O)O)c3)C(=O)c3ccccc32)cc1,1,99.418
374010,COCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=C(NC(C)=O)C1=O,1,99.393
6023694,O=C(O)c1ccc(S(=O)(=O)N=C2C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,1,99.36
4848682,O=C(COC(=O)c1ccc([N+](=O)[O-])s1)c1ccc[nH]1,1,99.178
1077536,N=c1c(C(=O)NCc2ccco2)cc2c(=O)n3ccccc3nc2n1C1CCCC1,1,99.169
313371,O=C1C=CC(=O)c2c(O)c(CO)c(CO)c(O)c21,1,99.137
5680788,O=C1C(Nc2ccc(O)cc2)=CC(=NS(=O)(=O)c2cccs2)c2ccccc21,1,99.119
24818848,COc1ccccc1CCC(=O)Nc1ccc2c(c1)CN(CCCn1cccn1)CC2,1,99.002
6023693,Cc1ccccc1NC1=CC(=NS(=O)(=O)c2ccc(C(=O)O)cc2)c2ccccc2C1=O,1,98.996
24793331,O=C1Nc2cc(C(=O)NCCN3CCCCCC3)ccc2SC1=Cc1ccccc1,1,98.996
5998602,O=C(O)c1ccc(NC2=CC(=NS(=O)(=O)c3ccccc3)c3ccccc3C2=O)cc1,1,98.984
239677,O=C1C(Cl)=C(NCc2ccco2)C(=O)c2ccccc21,1,98.865
51361191,CN(C)c1ccc(-c2[nH][nH]c(=O)c2NC(=O)c2ccccn2)cc1,1,98.864
237102,CN1CCN(C2=C(Cl)C(=O)c3ccccc3C2=O)CC1,1,98.621
274108,O=C(O)c1cccc2cccc(-c3c4ccc(=O)c(O)c-4oc4c(O)c(O)ccc34)c12,1,98.565
5902515,CC(=O)Nc1ccc(NC2=CC(=NS(=O)(=O)c3cccs3)c3ccccc3C2=O)cc1,1,98.52500000000002
3453217,O=C(O)C1Nc2c(O)cc(Cl)c([N+](=O)[O-])c2C2C=CCC12,1,98.496
1965107,COCCCn1c(N)c(C(=O)NCc2ccco2)c2nc3ccccc3nc21,1,98.489
9516708,CCc1ccc(CN(Cc2cccnc2)C(=O)C=Cc2ccc(OC)cc2)cc1,1,98.246
263058,CCCCCC(=O)Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,1,98.085
1930124,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,1,98.07599999999998
265935,COC1=C(Br)C(=O)c2ncccc2C1=O,1,97.929
344131,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,1,97.251
2974206,COc1cc(Br)c(C(=O)c2nccc3cc(OC)c(OC)cc23)cc1OC,1,97.116
5824720,CCc1ccc(S(=O)(=O)N=C2C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,1,97.027
338564,O=c1[nH][nH]c2c(N=Cc3ccccc3O)ccc(F)c12,1,96.994
17748,NC1=C(Cl)C(=O)c2ccccc2C1=O,1,96.693
9922,O=C1C=C(N2CC2)c2ccccc2C1=O,1,96.619
277512,NN=C1C(Cl)=C(Cl)C(Cl)=C1Cl,1,96.543
3281033,O=c1[nH]c(N2CCOCC2)cc2ccccc12,1,96.149
5335985,O=C1NC(=S)SC1=CC=Cc1ccc([N+](=O)[O-])o1,1,96.111
381594,O=C1C=C(NCCc2cc(Br)c(O)c(Br)c2)C(=O)c2ncccc21,1,95.956
367787,O=C1C=C(Nc2cccnc2)c2ccccc2C1=O,1,95.932
1309516,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O,1,95.755
3155450,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,1,95.675
2957802,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,1,95.627
3802184,O=c1[nH]c(=S)[nH]c2c1C(c1ccc(Br)cc1)c1c([nH]c(=S)[nH]c1=O)O2,1,95.621
2304193,Nc1nc(SCC(=O)NC2CCCCC2)n[nH]1,1,95.433
1559791,O=C1NC(=S)N(c2ccccc2)C(=O)C1=Cc1ccco1,1,95.402
1227531,O=C(O)c1cc(N2N=C(C(F)(F)F)C(=CC=Cc3ccco3)C2=O)ccc1Cl,1,95.37
4654931,O=C(NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O)c1ccccc1,1,95.165
272582,O=C1CCn2c1c(O)c1ccccc1c2=O,1,95.111
992586,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,1,94.772
67065,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,1,94.706
16727383,CC(=O)c1cccc(-c2ccc3c(=O)[nH]c(Nc4ccccc4)cc3c2)c1,1,94.693
280615,COC1=C(Br)C(=O)c2nc(C)ccc2C1=O,1,94.67
4272497,NNc1ccc([N+](=O)[O-])c2[nH][nH]c(=O)c12,1,94.224
5358773,CCOC(=O)C=C(C)Sc1cc(O)c2ccccc2c1O,1,93.976
279596,NC1=CC(=O)C(=O)c2cccnc21,1,93.813
2339359,CCOC=C1C(=O)N(Cc2ccccc2)C(=O)c2ccccc21,1,93.787
333953,Oc1c(N=Nc2nn[nH]n2)ccc2ccccc12,1,93.753
5467321,COc1ccc(C=C2C(=O)NC(=O)c3ccccc32)cc1OC,1,93.406
40586,CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O,1,93.328
2058961,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,1,93.277
4037030,NC(=S)N=Nc1c(O)cc(O)c2[nH]c(=O)ccc12,1,92.55
654089,O=C(O)C1Nc2c(O)cccc2C2C=CCC12,1,92.497
72721,Cc1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12,1,92.467
240668,O=C1CCC(=O)c2ccc3c4c(ccc1c24)CC3,1,92.255
235574,CCOc1ccc(Nc2ccc(N)c(S(=O)(=O)O)c2)cc1,1,92.182
5953984,O=C(NN1C(=O)C(=CC=Cc2ccco2)SC1=S)c1ccccc1O,1,92.054
264630,Cc1cc(=O)c2c(o1)C(=O)c1occc1C2=O,1,91.615
386227,COc1cc(CCNC2=CC(=O)c3ncccc3C2=O)ccc1O,1,91.464
6387158,O=C(O)C(Cc1ccccc1)N1C(=O)C(=CC=Cc2ccco2)SC1=S,1,91.206
16303701,COc1ccc(C(=O)C(C)OC(=O)c2nc3nccc(C)n3n2)cc1,1,91.195
24761366,CC(=O)N(C1=C(Cl)C(=O)c2ccccc2C1=O)c1ccc(C(=O)O)cc1,1,90.965
16218503,O=C(O)c1cc(O)c2c(c1)C(C1c3cc(C(=O)O)cc(O)c3C(=O)c3c(OC4OC(CO)C(O)C(O)C4O)cccc31)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,1,90.757
230133,O=c1cc(Br)c(O)c(Br)cc1Br,1,90.752
5921430,O=C(O)C(c1ccccc1)N1C(=O)C(=Cc2ccc(-c3cccc(Cl)c3)o2)SC1=S,1,89.593
2554659,c1coc(-c2nnc(-c3ccco3)nn2)c1,1,89.406
3095208,O=C1C=C(Nc2ccccc2C(=O)O)c2ccccc2C1=O,1,88.96
9583986,Nc1c(C(=O)NN=Cc2cccnc2)oc2nc(-c3ccco3)cc(-c3ccco3)c12,1,88.772
609995,CCC(=O)c1ccc(N2CCN(C(=O)c3ccccc3)CC2)c(F)c1,1,88.379
3152768,O=C(C1=C(O)C(=O)N(c2nc3ccc(Cl)cc3s2)C1c1ccco1)c1ccco1,1,88.251
1918388,O=C1NC(=O)N(Cc2ccco2)C(=O)C1=CC=Cc1ccco1,1,88.235
227197,O=C1C(=Cc2ccco2)CCC1=Cc1ccco1,1,88.097
750541,O=C1NC(=S)NC(=O)C1=Cc1cccn1-c1ccc(O)cc1,1,88.08800000000001
4104685,COc1ccc(Cl)cc1NC(=O)CCS(=O)(=O)c1ccc(Br)cc1,1,87.90500000000002
235598,COc1ccccc1Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1,87.59999999999998
992589,CCOc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,1,87.555
5873671,O=Cc1cccc(OC(=O)C=Cc2ccco2)c1,1,87.485
6915944,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,1,87.457
5750547,O=C1NC(=O)C(=Cc2ccc(O)cc2O)S1,1,86.77500000000002
3780874,O=C1C(Cl)=C(NCc2cccnc2)C(=O)c2ccccc21,1,86.625
2258593,CCOc1cccc(N2C(=O)C(=Cc3ccco3)C(=O)NC2=S)c1,1,86.508
